critical_threshold,degradation_index,line_id,machine_id,maintenance_state,measurement,measurement_unit,operating_mode,plant_id,runtime_hours,sensor_event_id,sensor_id,sensor_type,service_hours_since_maintenance,threshold_status,timestamp,warning_threshold,event_timestamp,event_date,production_line_id,sensor_value,source_threshold_status,distance_from_warning_threshold,distance_from_critical_threshold,normalised_distance_to_nearest_threshold,warning_breach_flag,critical_breach_flag,near_warning_flag,near_critical_flag,near_threshold_flag,calculated_threshold_status,threshold_consistency_flag,threshold_breach_direction,threshold_margin_percentage,threshold_breach_component_score,recent_downtime_minutes,recent_produced_quantity,recent_rejected_quantity,recent_production_event_count,recent_reject_rate,quality_check_count_for_machine,quality_failure_count_for_machine,quality_alert_count_for_machine,service_interval_proxy_hours,service_overdue_indicator,utilisation_intensity,rolling_mean_3,rolling_max_3,rolling_std_3,rolling_mean_7,rolling_max_7,rolling_std_7,degradation_slope,degradation_status,degradation_signal_flag,degradation_score,degradation_reason,robust_zscore,robust_zscore_abs,robust_zscore_threshold,robust_zscore_anomaly_flag,robust_zscore_status,robust_zscore_score_0_100,isolation_forest_score,isolation_forest_score_0_100,isolation_forest_anomaly_flag,isolation_forest_status,isolation_forest_contamination,isolation_forest_score_interpretation,combined_anomaly_flag,anomaly_score_0_100,maintenance_run_id,near_threshold_component_score,anomaly_component_score,runtime_risk_score,maintenance_state_risk_score,production_context_score,quality_context_score,failure_risk_score,equipment_health_score,risk_level,maintenance_priority,risk_level_sort,recommended_action,recommendation_reason,synthetic_data_flag
90,0.722100,LINE-02-02,MACH-02-02-01,normal,64.990000,celsius,production,PLANT-02,200.160000,EH-000452,SENS-MACH-02-02-01-TEMPERATURE,temperature,234,normal,2026-01-13 12:00:00+00:00,78.000000,2026-01-13 12:00:00+00:00,2026-01-13,LINE-02-02,64.990000,normal,13.010000,25.010000,1.084167,False,False,False,False,False,normal,True,none,16.679487,0.000000,35.000000,197.000000,10.000000,2.000000,0.050761,28,5,7,120.000000,True,0.920191,65.518333,65.905000,0.386746,65.468429,65.905000,0.404147,-0.019000,calculated,False,14.442000,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,92.563836,0.000000,41.857022,100.000000,18.865827,81.134173,low,low,3,continue_standard_monitoring,runtime/service proxy is elevated,True
8,0.568100,LINE-03-02,MACH-03-02-03,normal,4.545000,mm_s,standby,PLANT-03,96.920000,EH-000251,SENS-MACH-03-02-03-VIBRATION,vibration,165,normal,2026-01-07 02:00:00+00:00,6.500000,2026-01-07 02:00:00+00:00,2026-01-07,LINE-03-02,4.545000,normal,1.955000,3.455000,1.303333,False,False,False,False,False,normal,True,none,30.076923,0.000000,50.000000,220.000000,4.000000,2.000000,0.018182,28,10,11,120.000000,True,0.445568,5.898667,6.887000,0.990401,5.611571,7.530000,1.288495,0.198750,calculated,False,38.747000,sensor_trend_moving_toward_risk; repeated_warning_breaches,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,58.154412,0.000000,46.212121,100.000000,18.783168,81.216832,low,low,3,continue_standard_monitoring,maintenance risk remained below alert thresholds,True
8,0.436000,LINE-02-02,MACH-02-02-03,normal,3.488000,mm_s,standby,PLANT-02,161.870000,EH-000383,SENS-MACH-02-02-03-VIBRATION,vibration,209,normal,2026-01-11 02:00:00+00:00,6.500000,2026-01-11 02:00:00+00:00,2026-01-11,LINE-02-02,3.488000,normal,3.012000,4.512000,2.008000,False,False,False,False,False,normal,True,none,46.338462,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,120.000000,True,0.744161,5.748667,7.445000,1.663994,5.584000,7.445000,1.343565,0.011429,calculated,False,33.857143,sensor_trend_moving_toward_risk; repeated_warning_breaches,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,79.954381,0.000000,0.000000,0.000000,18.764586,81.235414,low,low,3,continue_standard_monitoring,runtime/service proxy is elevated,True
90,0.726300,LINE-03-02,MACH-03-02-03,normal,65.370000,celsius,production,PLANT-03,200.500000,EH-000468,SENS-MACH-03-02-03-TEMPERATURE,temperature,233,normal,2026-01-13 12:00:00+00:00,78.000000,2026-01-13 12:00:00+00:00,2026-01-13,LINE-03-02,65.370000,normal,12.630000,24.630000,1.052500,False,False,False,False,False,normal,True,none,16.192308,0.000000,40.000000,196.000000,3.000000,2.000000,0.015306,28,10,11,120.000000,True,0.921754,64.890333,65.746000,0.956619,65.238286,66.859000,1.117559,-0.204786,calculated,False,14.526000,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,92.360608,0.000000,37.159864,100.000000,18.617284,81.382716,low,low,3,continue_standard_monitoring,runtime/service proxy is elevated,True
90,0.727300,LINE-01-02,MACH-01-02-02,normal,65.455000,celsius,production,PLANT-01,200.240000,EH-000442,SENS-MACH-01-02-02-TEMPERATURE,temperature,224,normal,2026-01-13 12:00:00+00:00,78.000000,2026-01-13 12:00:00+00:00,2026-01-13,LINE-01-02,65.455000,normal,12.545000,24.545000,1.045417,False,False,False,False,False,normal,True,none,16.083333,0.000000,40.000000,205.000000,3.000000,2.000000,0.014634,28,0,2,120.000000,True,0.920559,65.473667,65.643000,0.131305,64.998286,66.959000,1.108183,0.145857,calculated,False,16.296286,sensor_trend_moving_toward_risk,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,89.997344,0.000000,36.991870,40.000000,18.608452,81.391548,low,low,3,continue_standard_monitoring,runtime/service proxy is elevated,True
90,0.731800,LINE-02-01,MACH-02-01-03,normal,65.862000,celsius,production,PLANT-02,200.150000,EH-000450,SENS-MACH-02-01-03-TEMPERATURE,temperature,232,normal,2026-01-13 12:00:00+00:00,78.000000,2026-01-13 12:00:00+00:00,2026-01-13,LINE-02-01,65.862000,normal,12.138000,24.138000,1.011500,False,False,False,False,False,normal,True,none,15.561538,0.000000,25.000000,211.000000,6.000000,2.000000,0.028436,28,9,10,120.000000,True,0.920145,65.075000,65.862000,0.865278,64.893143,67.181000,1.234005,0.182929,calculated,False,16.831143,sensor_trend_moving_toward_risk,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,92.046354,0.000000,27.942338,100.000000,18.570299,81.429701,low,low,3,continue_standard_monitoring,runtime/service proxy is elevated,True
90,0.743200,LINE-02-01,MACH-02-01-02,normal,66.887000,celsius,production,PLANT-02,216.460000,EH-000484,SENS-MACH-02-01-02-TEMPERATURE,temperature,244,normal,2026-01-14 12:00:00+00:00,78.000000,2026-01-14 12:00:00+00:00,2026-01-14,LINE-02-01,66.887000,normal,11.113000,23.113000,0.926083,False,False,False,False,False,normal,True,none,14.247436,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,120.000000,True,0.995127,66.204667,66.887000,0.699621,65.621714,66.887000,0.829185,0.376893,calculated,False,19.386714,sensor_trend_moving_toward_risk,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,97.765949,0.000000,0.000000,0.000000,18.542235,81.457765,low,low,3,continue_standard_monitoring,runtime/service proxy is elevated,True
90,0.727900,LINE-03-02,MACH-03-02-02,normal,65.510000,celsius,production,PLANT-03,217.520000,EH-000502,SENS-MACH-03-02-02-TEMPERATURE,temperature,245,normal,2026-01-14 12:00:00+00:00,78.000000,2026-01-14 12:00:00+00:00,2026-01-14,LINE-03-02,65.510000,normal,12.490000,24.490000,1.040833,False,False,False,False,False,normal,True,none,16.012821,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,120.000000,True,1.000000,65.313333,67.138000,1.576269,64.863143,67.138000,1.172514,0.265679,calculated,False,17.746143,sensor_trend_moving_toward_risk,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,98.194444,0.000000,0.000000,0.000000,18.278395,81.721605,low,low,3,continue_standard_monitoring,runtime/service proxy is elevated,True
90,0.727700,LINE-02-01,MACH-02-01-03,normal,65.493000,celsius,production,PLANT-02,169.050000,EH-000378,SENS-MACH-02-01-03-TEMPERATURE,temperature,204,normal,2026-01-11 12:00:00+00:00,78.000000,2026-01-11 12:00:00+00:00,2026-01-11,LINE-02-01,65.493000,normal,12.507000,24.507000,1.042250,False,False,False,False,False,normal,True,none,16.034615,0.000000,50.000000,211.000000,11.000000,2.000000,0.052133,28,9,10,120.000000,True,0.777170,65.712333,67.181000,1.120405,64.788714,67.181000,1.180483,0.249464,calculated,False,17.547571,sensor_trend_moving_toward_risk,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,79.819995,0.000000,54.699842,100.000000,18.217506,81.782494,low,low,3,continue_standard_monitoring,runtime/service proxy is elevated,True
90,0.738400,LINE-02-02,MACH-02-02-03,normal,66.459000,celsius,production,PLANT-02,216.250000,EH-000492,SENS-MACH-02-02-03-TEMPERATURE,temperature,252,normal,2026-01-14 12:00:00+00:00,78.000000,2026-01-14 12:00:00+00:00,2026-01-14,LINE-02-02,66.459000,normal,11.541000,23.541000,0.961750,False,False,False,False,False,normal,True,none,14.796154,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,120.000000,True,0.994161,65.157667,66.459000,0.962094,65.409714,66.716000,0.962069,0.099321,calculated,False,15.959857,sensor_trend_moving_toward_risk,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,99.795651,0.000000,0.000000,0.000000,18.161319,81.838681,low,low,3,continue_standard_monitoring,runtime/service proxy is elevated,True
90,0.729600,LINE-02-02,MACH-02-02-01,normal,65.660000,celsius,production,PLANT-02,184.710000,EH-000416,SENS-MACH-02-02-01-TEMPERATURE,temperature,220,normal,2026-01-12 12:00:00+00:00,78.000000,2026-01-12 12:00:00+00:00,2026-01-12,LINE-02-02,65.660000,normal,12.340000,24.340000,1.028333,False,False,False,False,False,normal,True,none,15.820513,0.000000,30.000000,217.000000,16.000000,2.000000,0.073733,28,5,7,120.000000,True,0.849163,65.774000,65.905000,0.100741,65.591857,65.905000,0.369647,0.008036,calculated,False,14.688429,sensor_trend_moving_toward_risk,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,86.466747,0.000000,43.433180,100.000000,18.079357,81.920643,low,low,3,continue_standard_monitoring,runtime/service proxy is elevated,True
90,0.720800,LINE-02-02,MACH-02-02-01,normal,64.873000,celsius,production,PLANT-02,217.220000,EH-000488,SENS-MACH-02-02-01-TEMPERATURE,temperature,248,normal,2026-01-14 12:00:00+00:00,78.000000,2026-01-14 12:00:00+00:00,2026-01-14,LINE-02-02,64.873000,normal,13.127000,25.127000,1.093917,False,False,False,False,False,normal,True,none,16.829487,0.000000,0.000000,226.000000,5.000000,2.000000,0.022124,28,5,7,120.000000,True,0.998621,65.174333,65.660000,0.346724,65.375286,65.905000,0.452604,-0.074714,calculated,False,14.416000,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,98.919983,0.000000,5.530973,100.000000,17.997746,82.002254,low,low,3,continue_standard_monitoring,runtime/service proxy is elevated,True
90,0.737000,LINE-01-01,MACH-01-01-02,normal,66.331000,celsius,production,PLANT-01,217.210000,EH-000472,SENS-MACH-01-01-02-TEMPERATURE,temperature,249,normal,2026-01-14 12:00:00+00:00,78.000000,2026-01-14 12:00:00+00:00,2026-01-14,LINE-01-01,66.331000,normal,11.669000,23.669000,0.972417,False,False,False,False,False,normal,True,none,14.960256,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,120.000000,True,0.998575,64.960000,66.331000,1.005213,64.977000,66.331000,0.857502,0.015679,calculated,False,14.928143,sensor_trend_moving_toward_risk,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,99.176310,0.000000,0.000000,0.000000,17.862075,82.137925,low,low,3,continue_standard_monitoring,runtime/service proxy is elevated,True
90,0.723600,LINE-01-01,MACH-01-01-03,normal,65.122000,celsius,production,PLANT-01,216.150000,EH-000474,SENS-MACH-01-01-03-TEMPERATURE,temperature,251,normal,2026-01-14 12:00:00+00:00,78.000000,2026-01-14 12:00:00+00:00,2026-01-14,LINE-01-01,65.122000,normal,12.878000,24.878000,1.073167,False,False,False,False,False,normal,True,none,16.510256,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,120.000000,True,0.993702,65.968667,66.971000,0.762834,66.340857,67.209000,0.706575,-0.265214,calculated,False,14.472000,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,99.521624,0.000000,0.000000,0.000000,17.822644,82.177356,low,low,3,continue_standard_monitoring,runtime/service proxy is elevated,True
90,0.722600,LINE-02-02,MACH-02-02-02,normal,65.030000,celsius,production,PLANT-02,216.700000,EH-000490,SENS-MACH-02-02-02-TEMPERATURE,temperature,250,normal,2026-01-14 12:00:00+00:00,78.000000,2026-01-14 12:00:00+00:00,2026-01-14,LINE-02-02,65.030000,normal,12.970000,24.970000,1.080833,False,False,False,False,False,normal,True,none,16.628205,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,120.000000,True,0.996230,65.212000,66.170000,0.719505,65.206000,66.366000,0.726145,0.011571,calculated,False,14.590857,sensor_trend_moving_toward_risk,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,99.352185,0.000000,0.000000,0.000000,17.820999,82.179001,low,low,3,continue_standard_monitoring,runtime/service proxy is elevated,True
8,0.779200,LINE-01-01,MACH-01-01-01,normal,6.234000,mm_s,standby,PLANT-01,33.590000,EH-000073,SENS-MACH-01-01-01-VIBRATION,vibration,109,normal,2026-01-03 02:00:00+00:00,6.500000,2026-01-03 02:00:00+00:00,2026-01-03,LINE-01-01,6.234000,normal,0.266000,1.766000,0.177333,False,False,True,False,True,normal,True,none,4.092308,35.000000,45.000000,211.000000,6.000000,2.000000,0.028436,28,2,3,120.000000,False,0.154423,5.928333,6.234000,0.300961,5.928333,6.234000,0.300961,0.000000,insufficient_history,False,0.000000,insufficient_history,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,35.000000,0.000000,33.519870,0.000000,44.609005,60.000000,17.758431,82.241569,low,low,3,monitor_near_threshold_sensor,sensor value is near a configured threshold,True
90,0.717700,LINE-01-02,MACH-01-02-03,normal,64.592000,celsius,production,PLANT-01,216.140000,EH-000480,SENS-MACH-01-02-03-TEMPERATURE,temperature,240,normal,2026-01-14 12:00:00+00:00,78.000000,2026-01-14 12:00:00+00:00,2026-01-14,LINE-01-02,64.592000,normal,13.408000,25.408000,1.117333,False,False,False,False,False,normal,True,none,17.189744,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,120.000000,True,0.993656,65.135000,65.920000,0.568518,64.741286,65.920000,0.736493,0.115429,calculated,False,15.739143,sensor_trend_moving_toward_risk,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,96.682713,0.000000,0.000000,0.000000,17.650236,82.349764,low,low,3,continue_standard_monitoring,runtime/service proxy is elevated,True
90,0.742000,LINE-02-01,MACH-02-01-01,normal,66.784000,celsius,production,PLANT-02,216.600000,EH-000482,SENS-MACH-02-01-01-TEMPERATURE,temperature,242,normal,2026-01-14 12:00:00+00:00,78.000000,2026-01-14 12:00:00+00:00,2026-01-14,LINE-02-01,66.784000,normal,11.216000,23.216000,0.934667,False,False,False,False,False,normal,True,none,14.379487,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,120.000000,True,0.995771,65.945667,66.784000,0.727969,65.547286,67.037000,1.016551,0.035643,calculated,False,15.267714,sensor_trend_moving_toward_risk,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,97.272603,0.000000,0.000000,0.000000,17.644433,82.355567,low,low,3,continue_standard_monitoring,runtime/service proxy is elevated,True
90,0.710900,LINE-03-01,MACH-03-01-02,normal,63.982000,celsius,production,PLANT-03,168.950000,EH-000388,SENS-MACH-03-01-02-TEMPERATURE,temperature,214,normal,2026-01-11 12:00:00+00:00,78.000000,2026-01-11 12:00:00+00:00,2026-01-11,LINE-03-01,63.982000,normal,14.018000,26.018000,1.168167,False,False,False,False,False,normal,True,none,17.971795,0.000000,40.000000,183.000000,11.000000,2.000000,0.060109,28,0,5,120.000000,True,0.776710,64.184000,64.609000,0.300643,65.046143,66.905000,1.317184,-0.323929,calculated,False,14.218000,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,82.383269,0.000000,48.360656,100.000000,17.619123,82.380877,low,low,3,continue_standard_monitoring,runtime/service proxy is elevated,True
90,0.725800,LINE-01-02,MACH-01-02-02,normal,65.323000,celsius,production,PLANT-01,184.290000,EH-000406,SENS-MACH-01-02-02-TEMPERATURE,temperature,227,normal,2026-01-12 12:00:00+00:00,78.000000,2026-01-12 12:00:00+00:00,2026-01-12,LINE-01-02,65.323000,normal,12.677000,24.677000,1.056417,False,False,False,False,False,normal,True,none,16.252564,0.000000,5.000000,192.000000,16.000000,2.000000,0.083333,28,0,2,120.000000,True,0.847232,65.064667,65.643000,0.605865,64.938286,66.959000,1.093098,0.076679,calculated,False,15.436143,sensor_trend_moving_toward_risk,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,88.204723,0.000000,25.000000,40.000000,17.567937,82.432063,low,low,3,continue_standard_monitoring,runtime/service proxy is elevated,True
90,0.719400,LINE-03-02,MACH-03-02-01,normal,64.749000,celsius,production,PLANT-03,217.260000,EH-000500,SENS-MACH-03-02-01-TEMPERATURE,temperature,243,normal,2026-01-14 12:00:00+00:00,78.000000,2026-01-14 12:00:00+00:00,2026-01-14,LINE-03-02,64.749000,normal,13.251000,25.251000,1.104250,False,False,False,False,False,normal,True,none,16.988462,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,120.000000,True,0.998805,65.126667,65.610000,0.359355,64.909857,66.020000,0.813752,-0.080857,calculated,False,14.388000,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,97.636736,0.000000,0.000000,0.000000,17.523110,82.476890,low,low,3,continue_standard_monitoring,runtime/service proxy is elevated,True
90,0.706200,LINE-03-02,MACH-03-02-03,normal,63.555000,celsius,production,PLANT-03,185.090000,EH-000432,SENS-MACH-03-02-03-TEMPERATURE,temperature,219,normal,2026-01-12 12:00:00+00:00,78.000000,2026-01-12 12:00:00+00:00,2026-01-12,LINE-03-02,63.555000,normal,14.445000,26.445000,1.203750,False,False,False,False,False,normal,True,none,18.519231,0.000000,40.000000,190.000000,1.000000,2.000000,0.005263,28,10,11,120.000000,True,0.850910,64.410333,65.746000,0.956786,65.389000,66.859000,1.193704,-0.350750,calculated,False,14.124000,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,86.269954,0.000000,34.649123,100.000000,17.497749,82.502251,low,low,3,continue_standard_monitoring,runtime/service proxy is elevated,True
90,0.746000,LINE-03-02,MACH-03-02-02,normal,67.138000,celsius,production,PLANT-03,200.370000,EH-000466,SENS-MACH-03-02-02-TEMPERATURE,temperature,231,normal,2026-01-13 12:00:00+00:00,78.000000,2026-01-13 12:00:00+00:00,2026-01-13,LINE-03-02,67.138000,normal,10.862000,22.862000,0.905167,False,False,False,False,False,normal,True,none,13.925641,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,120.000000,True,0.921157,65.164667,67.138000,1.571736,64.609714,67.138000,1.196780,0.294036,calculated,False,18.448429,sensor_trend_moving_toward_risk,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,91.823817,0.000000,0.000000,0.000000,17.463258,82.536742,low,low,3,continue_standard_monitoring,runtime/service proxy is elevated,True
90,0.707300,LINE-03-01,MACH-03-01-03,normal,63.655000,celsius,production,PLANT-03,217.260000,EH-000498,SENS-MACH-03-01-03-TEMPERATURE,temperature,241,normal,2026-01-14 12:00:00+00:00,78.000000,2026-01-14 12:00:00+00:00,2026-01-14,LINE-03-01,63.655000,normal,14.345000,26.345000,1.195417,False,False,False,False,False,normal,True,none,18.391026,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,120.000000,True,0.998805,63.969667,64.535000,0.400604,68.674143,90.317000,8.901382,-2.276571,calculated,False,14.146000,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,97.120863,0.000000,0.000000,0.000000,17.397329,82.602671,low,low,3,continue_standard_monitoring,runtime/service proxy is elevated,True
90,0.742500,LINE-01-02,MACH-01-02-01,normal,66.827000,celsius,production,PLANT-01,216.310000,EH-000476,SENS-MACH-01-02-01-TEMPERATURE,temperature,236,normal,2026-01-14 12:00:00+00:00,78.000000,2026-01-14 12:00:00+00:00,2026-01-14,LINE-01-02,66.827000,normal,11.173000,23.173000,0.931083,False,False,False,False,False,normal,True,none,14.324359,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,120.000000,True,0.994437,65.693333,66.827000,0.933767,65.415571,66.827000,0.865600,0.027714,calculated,False,15.182571,sensor_trend_moving_toward_risk,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,95.678321,0.000000,0.000000,0.000000,17.388262,82.611738,low,low,3,continue_standard_monitoring,runtime/service proxy is elevated,True
8,0.600500,LINE-02-02,MACH-02-02-01,normal,4.804000,mm_s,standby,PLANT-02,177.370000,EH-000415,SENS-MACH-02-02-01-VIBRATION,vibration,219,normal,2026-01-12 02:00:00+00:00,6.500000,2026-01-12 02:00:00+00:00,2026-01-12,LINE-02-02,4.804000,normal,1.696000,3.196000,1.130667,False,False,False,False,False,normal,True,none,26.092308,0.000000,30.000000,217.000000,16.000000,2.000000,0.073733,28,5,7,120.000000,True,0.815419,4.496667,4.804000,0.329291,5.336000,7.122000,0.964234,-0.400786,calculated,False,12.010000,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,85.027770,0.000000,43.433180,100.000000,17.327824,82.672176,low,low,3,continue_standard_monitoring,runtime/service proxy is elevated,True
8,0.710300,LINE-02-01,MACH-02-01-02,normal,5.682000,mm_s,standby,PLANT-02,209.380000,EH-000483,SENS-MACH-02-01-02-VIBRATION,vibration,243,normal,2026-01-14 02:00:00+00:00,6.500000,2026-01-14 02:00:00+00:00,2026-01-14,LINE-02-01,5.682000,normal,0.818000,2.318000,0.545333,False,False,False,False,False,normal,True,none,12.584615,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,120.000000,True,0.962578,4.404667,5.682000,0.927451,5.205000,6.244000,1.000886,-0.281464,calculated,False,14.206000,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,96.368807,0.000000,0.000000,0.000000,17.296521,82.703479,low,low,3,continue_standard_monitoring,runtime/service proxy is elevated,True
90,0.715300,LINE-03-01,MACH-03-01-01,normal,64.380000,celsius,production,PLANT-03,216.470000,EH-000494,SENS-MACH-03-01-01-TEMPERATURE,temperature,237,normal,2026-01-14 12:00:00+00:00,78.000000,2026-01-14 12:00:00+00:00,2026-01-14,LINE-03-01,64.380000,normal,13.620000,25.620000,1.135000,False,False,False,False,False,normal,True,none,17.461538,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,120.000000,True,0.995173,63.907667,64.380000,0.404512,64.813143,67.056000,1.223462,-0.303679,calculated,False,14.306000,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.000000,0.000000,False,insufficient_history_fallback,0.050000,relative_anomaly_score_not_probability,False,0.000000,MAINT-f281a27e7d014de8,0.000000,0.000000,95.962002,0.000000,0.000000,0.000000,17.255500,82.744500,low,low,3,continue_standard_monitoring,runtime/service proxy is elevated,True
