inspection_id,inspection_timestamp,plant_id,line_id,machine_id,batch_id,product_id,quality_metric,sample_size,defective_units,measured_value,lower_specification_limit,upper_specification_limit,inspection_result,defect_category,severity,inspection_date,production_line_id,measurement_unit,specification_center,specification_range,distance_from_lower_limit,distance_from_upper_limit,normalised_distance_to_nearest_limit,within_specification_flag,below_lower_limit_flag,above_upper_limit_flag,near_limit_flag,warning_limit_flag,specification_failure_direction,specification_margin_percentage,source_inspection_result,calculated_specification_result,specification_consistency_flag,defective_unit_rate,event_id,event_timestamp,produced_quantity,accepted_quantity,rejected_quantity,cycle_time_seconds,target_cycle_time_seconds,downtime_duration_minutes,operating_status,production_yield,first_pass_yield_proxy,first_pass_yield_method,scrap_rate,cycle_time_ratio,baseline_observation_count,center_line,process_standard_deviation,upper_control_limit,lower_control_limit,point_deviation_from_center,outside_control_limit_flag,baseline_method,control_chart_status,spc_rule_codes,spc_signal_flag,spc_triggering_window,spc_evaluation_status,robust_zscore,robust_zscore_abs,robust_zscore_threshold,robust_zscore_anomaly_flag,robust_zscore_status,robust_zscore_score_0_100,isolation_forest_score,isolation_forest_score_0_100,isolation_forest_anomaly_flag,isolation_forest_status,isolation_forest_contamination,isolation_forest_score_interpretation,combined_anomaly_flag,anomaly_score_0_100,quality_run_id,synthetic_data_flag,specification_failure_component_score,near_limit_component_score,spc_signal_component_score,anomaly_component_score,defect_severity_component_score,defective_unit_rate_component_score,recurrence_component_score,quality_risk_score,risk_level,investigation_priority,risk_level_sort,recommended_action,recommendation_reason
QC-000109-1,2026-01-10 06:00:00+00:00,PLANT-01,LINE-01-01,MACH-01-01-01,BATCH-PO-20260110-LINE0101-1,PROD-007,surface_finish_ra,20,1,0.135000,0.200000,1.600000,fail,surface_finish,medium,2026-01-10,LINE-01-01,ra,0.900000,1.400000,-0.065000,1.465000,0.046429,False,True,False,False,False,below_lower_limit,4.642857,fail,fail,True,0.050000,PE-000109,2026-01-10 06:00:00+00:00,94,91,3,58.210000,54,10,running,0.968085,0.968085,accepted_quantity_over_produced_quantity_proxy,0.031915,1.077963,18,0.967611,0.481047,2.410751,-0.475529,-0.832611,False,expanding_prior_observations,calculated,,False,,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.036182,15.528513,True,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,True,15.528513,QUALITY-ea15caf8c05763b0,True,100.000000,0.000000,0.000000,15.528513,50.000000,5.000000,40.000000,50.605703,medium,medium,2,investigate_specification_failure,measurement is outside specification limits; deterministic anomaly score exceeded configured threshold
QC-000094-1,2026-01-08 14:00:00+00:00,PLANT-02,LINE-02-02,MACH-02-02-01,BATCH-PO-20260108-LINE0202-2,PROD-006,surface_finish_ra,20,3,1.981000,0.200000,1.600000,fail,surface_finish,medium,2026-01-08,LINE-02-02,ra,0.900000,1.400000,1.781000,-0.381000,0.272143,False,False,True,False,False,above_upper_limit,27.214286,fail,fail,True,0.150000,PE-000094,2026-01-08 14:00:00+00:00,82,77,5,47.310000,48,25,degraded,0.939024,0.939024,accepted_quantity_over_produced_quantity_proxy,0.060976,0.985625,15,0.581600,0.737612,2.794435,-1.631235,1.399400,False,expanding_prior_observations,calculated,,False,,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.022386,9.685896,True,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,True,9.685896,QUALITY-ea15caf8c05763b0,True,100.000000,0.000000,0.000000,9.685896,50.000000,15.000000,80.000000,49.437179,medium,medium,2,investigate_specification_failure,measurement is outside specification limits; deterministic anomaly score exceeded configured threshold
QC-000071-1,2026-01-06 14:00:00+00:00,PLANT-03,LINE-03-01,MACH-03-01-02,BATCH-PO-20260106-LINE0301-2,PROD-005,torque_nm,20,0,50.636000,45.000000,55.000000,pass,,none,2026-01-06,LINE-03-01,Nm,50.000000,10.000000,5.636000,4.364000,0.436400,True,False,False,False,False,,43.640000,pass,pass,True,0.000000,PE-000071,2026-01-06 14:00:00+00:00,98,96,2,44.030000,42,25,degraded,0.979592,0.979592,accepted_quantity_over_produced_quantity_proxy,0.020408,1.048333,11,49.935636,0.206694,50.555717,49.315556,0.700364,True,expanding_prior_observations,calculated,SPC_RULE_1,True,QC-000071-1,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.065365,45.162017,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,45.162017,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,100.000000,45.162017,0.000000,0.000000,0.000000,34.032403,medium,medium,2,review_process_control_signal,SPC rules triggered: SPC_RULE_1
QC-000107-1,2026-01-09 14:00:00+00:00,PLANT-03,LINE-03-01,MACH-03-01-02,BATCH-PO-20260109-LINE0301-2,PROD-004,torque_nm,20,0,50.608000,45.000000,55.000000,pass,,none,2026-01-09,LINE-03-01,Nm,50.000000,10.000000,5.608000,4.392000,0.439200,True,False,False,False,False,,43.920000,pass,pass,True,0.000000,PE-000107,2026-01-09 14:00:00+00:00,102,97,5,69.980000,66,15,running,0.950980,0.950980,accepted_quantity_over_produced_quantity_proxy,0.049020,1.060303,17,50.111176,0.322255,51.077940,49.144413,0.496824,False,expanding_prior_observations,calculated,SPC_RULE_3,True,"QC-000083-1,QC-000089-1,QC-000095-1,QC-000101-1,QC-000107-1",calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.027401,18.932303,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,18.932303,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,100.000000,18.932303,0.000000,0.000000,0.000000,28.786461,low,low,3,review_process_control_signal,SPC rules triggered: SPC_RULE_3
QC-000083-1,2026-01-07 14:00:00+00:00,PLANT-03,LINE-03-01,MACH-03-01-02,BATCH-PO-20260107-LINE0301-2,PROD-002,torque_nm,20,0,50.647000,45.000000,55.000000,pass,,none,2026-01-07,LINE-03-01,Nm,50.000000,10.000000,5.647000,4.353000,0.435300,True,False,False,False,False,,43.530000,pass,pass,True,0.000000,PE-000083,2026-01-07 14:00:00+00:00,89,89,0,56.810000,54,0,under_target,1.000000,1.000000,accepted_quantity_over_produced_quantity_proxy,0.000000,1.052037,13,50.008615,0.270740,50.820835,49.196396,0.638385,False,expanding_prior_observations,calculated,SPC_RULE_2,True,"QC-000071-1,QC-000077-1,QC-000083-1",calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.009773,6.752062,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,6.752062,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,100.000000,6.752062,0.000000,0.000000,0.000000,26.350412,low,low,3,review_process_control_signal,SPC rules triggered: SPC_RULE_2
QC-000045-1,2026-01-04 14:00:00+00:00,PLANT-02,LINE-02-01,MACH-02-01-03,BATCH-PO-20260104-LINE0201-2,PROD-001,diameter_mm,20,0,10.318000,9.500000,10.500000,pass,,none,2026-01-04,LINE-02-01,mm,10.000000,1.000000,0.818000,0.182000,0.182000,True,False,False,False,False,,18.200000,pass,pass,True,0.000000,PE-000045,2026-01-04 14:00:00+00:00,112,110,2,52.870000,48,15,running,0.982143,0.982143,accepted_quantity_over_produced_quantity_proxy,0.017857,1.101458,7,,,,,,False,expanding_prior_observations,insufficient_history,,False,,insufficient_history,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.255338,100.000000,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,100.000000,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,100.000000,0.000000,0.000000,40.000000,20.000000,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000047-1,2026-01-04 14:00:00+00:00,PLANT-03,LINE-03-01,MACH-03-01-02,BATCH-PO-20260104-LINE0301-2,PROD-003,torque_nm,20,0,50.247000,45.000000,55.000000,pass,,none,2026-01-04,LINE-03-01,Nm,50.000000,10.000000,5.247000,4.753000,0.475300,True,False,False,False,False,,47.530000,pass,pass,True,0.000000,PE-000047,2026-01-04 14:00:00+00:00,92,90,2,63.880000,60,0,running,0.978261,0.978261,accepted_quantity_over_produced_quantity_proxy,0.021739,1.064667,7,,,,,,False,expanding_prior_observations,insufficient_history,,False,,insufficient_history,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.144734,100.000000,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,100.000000,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,20.000000,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000061-1,2026-01-06 06:00:00+00:00,PLANT-01,LINE-01-01,MACH-01-01-01,BATCH-PO-20260106-LINE0101-1,PROD-003,surface_finish_ra,20,0,0.679000,0.200000,1.600000,pass,,none,2026-01-06,LINE-01-01,ra,0.900000,1.400000,0.479000,0.921000,0.342143,True,False,False,False,False,,34.214286,pass,pass,True,0.000000,PE-000061,2026-01-06 06:00:00+00:00,110,109,1,64.300000,60,10,running,0.990909,0.990909,accepted_quantity_over_produced_quantity_proxy,0.009091,1.071667,10,0.852500,0.347353,1.894560,-0.189560,-0.173500,False,expanding_prior_observations,calculated,,False,,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.233002,100.000000,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,100.000000,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,20.000000,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000076-1,2026-01-07 06:00:00+00:00,PLANT-02,LINE-02-02,MACH-02-02-01,BATCH-PO-20260107-LINE0202-1,PROD-003,surface_finish_ra,20,0,0.771000,0.200000,1.600000,pass,,none,2026-01-07,LINE-02-02,ra,0.900000,1.400000,0.571000,0.829000,0.407857,True,False,False,False,False,,40.785714,pass,pass,True,0.000000,PE-000076,2026-01-07 06:00:00+00:00,94,91,3,58.930000,60,0,running,0.968085,0.968085,accepted_quantity_over_produced_quantity_proxy,0.031915,0.982167,12,0.514000,0.787298,2.875893,-1.847893,0.257000,False,expanding_prior_observations,calculated,,False,,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.231118,100.000000,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,100.000000,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,100.000000,0.000000,0.000000,60.000000,20.000000,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000086-1,2026-01-08 06:00:00+00:00,PLANT-01,LINE-01-02,MACH-01-02-02,BATCH-PO-20260108-LINE0102-1,PROD-006,torque_nm,20,0,51.114000,45.000000,55.000000,pass,,none,2026-01-08,LINE-01-02,Nm,50.000000,10.000000,6.114000,3.886000,0.388600,True,False,False,False,False,,38.860000,pass,pass,True,0.000000,PE-000086,2026-01-08 06:00:00+00:00,93,92,1,55.570000,48,10,under_target,0.989247,0.989247,accepted_quantity_over_produced_quantity_proxy,0.010753,1.157708,14,50.065714,0.418462,51.321100,48.810328,1.048286,False,expanding_prior_observations,calculated,,False,,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,0.150191,100.000000,True,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,True,100.000000,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,20.000000,low,low,3,review_anomalous_quality_measurement,deterministic anomaly score exceeded configured threshold
QC-000168-1,2026-01-14 14:00:00+00:00,PLANT-03,LINE-03-02,MACH-03-02-03,BATCH-PO-20260114-LINE0302-2,PROD-006,diameter_mm,20,0,9.572000,9.500000,10.500000,pass,,none,2026-01-14,LINE-03-02,mm,10.000000,1.000000,0.072000,0.928000,0.072000,True,False,False,False,True,,7.200000,pass,pass,True,0.000000,PE-000168,2026-01-14 14:00:00+00:00,93,90,3,54.450000,48,0,running,0.967742,0.967742,accepted_quantity_over_produced_quantity_proxy,0.032258,1.134375,27,10.015963,0.654517,11.979515,8.052411,-0.443963,False,expanding_prior_observations,calculated,,False,,calculated,-0.697990,0.697990,3.500000,False,calculated,19.942573,-0.190581,100.000000,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,100.000000,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,100.000000,0.000000,0.000000,100.000000,20.000000,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000063-1,2026-01-06 06:00:00+00:00,PLANT-02,LINE-02-01,MACH-02-01-03,BATCH-PO-20260106-LINE0201-1,PROD-005,diameter_mm,20,0,10.323000,9.500000,10.500000,pass,,none,2026-01-06,LINE-02-01,mm,10.000000,1.000000,0.823000,0.177000,0.177000,True,False,False,False,False,,17.700000,pass,pass,True,0.000000,PE-000063,2026-01-06 06:00:00+00:00,113,110,3,42.980000,42,10,running,0.973451,0.973451,accepted_quantity_over_produced_quantity_proxy,0.026549,1.023333,10,9.762400,0.823012,12.231437,7.293363,0.560600,False,expanding_prior_observations,calculated,,False,,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.254678,99.741350,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,99.741350,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,99.741350,0.000000,0.000000,60.000000,19.948270,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000084-1,2026-01-07 14:00:00+00:00,PLANT-03,LINE-03-02,MACH-03-02-03,BATCH-PO-20260107-LINE0302-2,PROD-003,diameter_mm,20,0,10.070000,9.500000,10.500000,pass,,none,2026-01-07,LINE-03-02,mm,10.000000,1.000000,0.570000,0.430000,0.430000,True,False,False,False,False,,43.000000,pass,pass,True,0.000000,PE-000084,2026-01-07 14:00:00+00:00,107,106,1,63.590000,60,40,degraded,0.990654,0.990654,accepted_quantity_over_produced_quantity_proxy,0.009346,1.059833,13,10.129923,0.591133,11.903321,8.356525,-0.059923,False,expanding_prior_observations,calculated,,False,,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.189815,99.598154,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,99.598154,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,99.598154,0.000000,0.000000,80.000000,19.919631,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000043-1,2026-01-04 14:00:00+00:00,PLANT-01,LINE-01-01,MACH-01-01-01,BATCH-PO-20260104-LINE0101-2,PROD-007,surface_finish_ra,20,0,0.731000,0.200000,1.600000,pass,,none,2026-01-04,LINE-01-01,ra,0.900000,1.400000,0.531000,0.869000,0.379286,True,False,False,False,False,,37.928571,pass,pass,True,0.000000,PE-000043,2026-01-04 14:00:00+00:00,107,105,2,54.000000,54,0,running,0.981308,0.981308,accepted_quantity_over_produced_quantity_proxy,0.018692,1.000000,7,,,,,,False,expanding_prior_observations,insufficient_history,,False,,insufficient_history,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.231450,99.333617,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,99.333617,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,99.333617,0.000000,0.000000,0.000000,19.866723,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000117-1,2026-01-10 14:00:00+00:00,PLANT-02,LINE-02-01,MACH-02-01-03,BATCH-PO-20260110-LINE0201-2,PROD-007,diameter_mm,20,0,9.730000,9.500000,10.500000,pass,,none,2026-01-10,LINE-02-01,mm,10.000000,1.000000,0.230000,0.770000,0.230000,True,False,False,False,False,,23.000000,pass,pass,True,0.000000,PE-000117,2026-01-10 14:00:00+00:00,101,99,2,59.930000,54,10,running,0.980198,0.980198,accepted_quantity_over_produced_quantity_proxy,0.019802,1.109815,19,9.844421,0.636954,11.755284,7.933558,-0.114421,False,expanding_prior_observations,calculated,,False,,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.251950,98.673132,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,98.673132,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,98.673132,0.000000,0.000000,80.000000,19.734626,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000054-1,2026-01-05 06:00:00+00:00,PLANT-03,LINE-03-02,MACH-03-02-03,BATCH-PO-20260105-LINE0302-1,PROD-003,diameter_mm,20,0,9.968000,9.500000,10.500000,pass,,none,2026-01-05,LINE-03-02,mm,10.000000,1.000000,0.468000,0.532000,0.468000,True,False,False,False,False,,46.800000,pass,pass,True,0.000000,PE-000054,2026-01-05 06:00:00+00:00,114,112,2,62.930000,60,40,degraded,0.982456,0.982456,accepted_quantity_over_produced_quantity_proxy,0.017544,1.048833,8,10.063750,0.443639,11.394667,8.732833,-0.095750,False,expanding_prior_observations,calculated,,False,,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.186722,97.975112,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,97.975112,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,97.975112,0.000000,0.000000,60.000000,19.595022,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000024-1,2026-01-02 14:00:00+00:00,PLANT-03,LINE-03-02,MACH-03-02-03,BATCH-PO-20260102-LINE0302-2,PROD-002,diameter_mm,20,0,9.824000,9.500000,10.500000,pass,,none,2026-01-02,LINE-03-02,mm,10.000000,1.000000,0.324000,0.676000,0.324000,True,False,False,False,False,,32.400000,pass,pass,True,0.000000,PE-000024,2026-01-02 14:00:00+00:00,112,110,2,53.080000,54,0,running,0.982143,0.982143,accepted_quantity_over_produced_quantity_proxy,0.017857,0.982963,3,,,,,,False,expanding_prior_observations,insufficient_history,,False,,insufficient_history,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.186069,97.632498,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,97.632498,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,97.632498,0.000000,0.000000,20.000000,19.526500,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000133-1,2026-01-12 06:00:00+00:00,PLANT-01,LINE-01-01,MACH-01-01-01,BATCH-PO-20260112-LINE0101-1,PROD-001,surface_finish_ra,20,0,0.726000,0.200000,1.600000,pass,,none,2026-01-12,LINE-01-01,ra,0.900000,1.400000,0.526000,0.874000,0.375714,True,False,False,False,False,,37.571429,pass,pass,True,0.000000,PE-000133,2026-01-12 06:00:00+00:00,115,113,2,52.340000,48,0,running,0.982609,0.982609,accepted_quantity_over_produced_quantity_proxy,0.017391,1.090417,22,0.923182,0.471723,2.338351,-0.491987,-0.197182,False,expanding_prior_observations,calculated,,False,,calculated,-0.442955,0.442955,3.500000,False,calculated,12.655864,-0.226078,97.028146,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,97.028146,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,97.028146,0.000000,0.000000,40.000000,19.405629,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000012-1,2026-01-01 14:00:00+00:00,PLANT-03,LINE-03-02,MACH-03-02-03,BATCH-PO-20260101-LINE0302-2,PROD-005,diameter_mm,20,0,10.101000,9.500000,10.500000,pass,,none,2026-01-01,LINE-03-02,mm,10.000000,1.000000,0.601000,0.399000,0.399000,True,False,False,False,False,,39.900000,pass,pass,True,0.000000,PE-000012,2026-01-01 14:00:00+00:00,108,105,3,39.470000,42,40,degraded,0.972222,0.972222,accepted_quantity_over_produced_quantity_proxy,0.027778,0.939762,1,,,,,,False,expanding_prior_observations,insufficient_history,,False,,insufficient_history,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.183786,96.434697,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,96.434697,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,96.434697,0.000000,0.000000,20.000000,19.286939,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000100-1,2026-01-09 06:00:00+00:00,PLANT-02,LINE-02-02,MACH-02-02-01,BATCH-PO-20260109-LINE0202-1,PROD-005,surface_finish_ra,20,0,1.052000,0.200000,1.600000,pass,,none,2026-01-09,LINE-02-02,ra,0.900000,1.400000,0.852000,0.548000,0.391429,True,False,False,False,False,,39.142857,pass,pass,True,0.000000,PE-000100,2026-01-09 06:00:00+00:00,90,87,3,43.060000,42,15,running,0.966667,0.966667,accepted_quantity_over_produced_quantity_proxy,0.033333,1.025238,16,0.669063,0.790450,3.040414,-1.702289,0.382938,False,expanding_prior_observations,calculated,,False,,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.222784,96.393836,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,96.393836,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,96.393836,0.000000,0.000000,80.000000,19.278767,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000121-1,2026-01-11 06:00:00+00:00,PLANT-01,LINE-01-01,MACH-01-01-01,BATCH-PO-20260111-LINE0101-1,PROD-004,surface_finish_ra,20,0,0.854000,0.200000,1.600000,pass,,none,2026-01-11,LINE-01-01,ra,0.900000,1.400000,0.654000,0.746000,0.467143,True,False,False,False,False,,46.714286,pass,pass,True,0.000000,PE-000121,2026-01-11 06:00:00+00:00,83,81,2,68.960000,66,40,degraded,0.975904,0.975904,accepted_quantity_over_produced_quantity_proxy,0.024096,1.044848,20,0.934350,0.493176,2.413877,-0.545177,-0.080350,False,expanding_prior_observations,calculated,,False,,calculated,-0.164226,0.164226,3.500000,False,calculated,4.692174,-0.224496,96.349297,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,96.349297,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,96.349297,0.000000,0.000000,40.000000,19.269859,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000129-1,2026-01-11 14:00:00+00:00,PLANT-02,LINE-02-01,MACH-02-01-03,BATCH-PO-20260111-LINE0201-2,PROD-004,diameter_mm,20,0,10.404000,9.500000,10.500000,pass,,none,2026-01-11,LINE-02-01,mm,10.000000,1.000000,0.904000,0.096000,0.096000,True,False,False,False,True,,9.600000,pass,pass,True,0.000000,PE-000129,2026-01-11 14:00:00+00:00,106,103,3,70.450000,66,10,running,0.971698,0.971698,accepted_quantity_over_produced_quantity_proxy,0.028302,1.067424,21,9.764190,0.691880,11.839830,7.688551,0.639810,False,expanding_prior_observations,calculated,,False,,calculated,0.854646,0.854646,3.500000,False,calculated,24.418456,-0.242378,94.924239,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,94.924239,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,94.924239,0.000000,0.000000,100.000000,18.984848,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000040-1,2026-01-04 06:00:00+00:00,PLANT-02,LINE-02-02,MACH-02-02-01,BATCH-PO-20260104-LINE0202-1,PROD-004,surface_finish_ra,20,0,0.788000,0.200000,1.600000,pass,,none,2026-01-04,LINE-02-02,ra,0.900000,1.400000,0.588000,0.812000,0.420000,True,False,False,False,False,,42.000000,pass,pass,True,0.000000,PE-000040,2026-01-04 06:00:00+00:00,112,107,5,69.980000,66,10,running,0.955357,0.955357,accepted_quantity_over_produced_quantity_proxy,0.044643,1.060303,6,,,,,,False,expanding_prior_observations,insufficient_history,,False,,insufficient_history,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.218563,94.567912,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,94.567912,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,94.567912,0.000000,0.000000,20.000000,18.913582,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000127-1,2026-01-11 14:00:00+00:00,PLANT-01,LINE-01-01,MACH-01-01-01,BATCH-PO-20260111-LINE0101-2,PROD-002,surface_finish_ra,20,0,0.769000,0.200000,1.600000,pass,,none,2026-01-11,LINE-01-01,ra,0.900000,1.400000,0.569000,0.831000,0.406429,True,False,False,False,False,,40.642857,pass,pass,True,0.000000,PE-000127,2026-01-11 14:00:00+00:00,81,78,3,57.960000,54,5,under_target,0.962963,0.962963,accepted_quantity_over_produced_quantity_proxy,0.037037,1.073333,21,0.930524,0.481594,2.375306,-0.514259,-0.161524,False,expanding_prior_observations,calculated,,False,,calculated,-0.385027,0.385027,3.500000,False,calculated,11.000774,-0.216343,92.849985,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,92.849985,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,92.849985,0.000000,0.000000,40.000000,18.569997,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000099-1,2026-01-09 06:00:00+00:00,PLANT-02,LINE-02-01,MACH-02-01-03,BATCH-PO-20260109-LINE0201-1,PROD-004,diameter_mm,20,0,9.764000,9.500000,10.500000,pass,,none,2026-01-09,LINE-02-01,mm,10.000000,1.000000,0.264000,0.736000,0.264000,True,False,False,False,False,,26.400000,pass,pass,True,0.000000,PE-000099,2026-01-09 06:00:00+00:00,86,86,0,69.150000,66,40,degraded,1.000000,1.000000,accepted_quantity_over_produced_quantity_proxy,0.000000,1.047727,16,9.801000,0.678677,11.837031,7.764969,-0.037000,False,expanding_prior_observations,calculated,,False,,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.231505,90.665925,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,90.665925,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,90.665925,0.000000,0.000000,80.000000,18.133185,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
QC-000078-1,2026-01-07 06:00:00+00:00,PLANT-03,LINE-03-02,MACH-03-02-03,BATCH-PO-20260107-LINE0302-1,PROD-005,diameter_mm,20,0,9.586000,9.500000,10.500000,pass,,none,2026-01-07,LINE-03-02,mm,10.000000,1.000000,0.086000,0.914000,0.086000,True,False,False,False,True,,8.600000,pass,pass,True,0.000000,PE-000078,2026-01-07 06:00:00+00:00,113,110,3,48.040000,42,10,running,0.973451,0.973451,accepted_quantity_over_produced_quantity_proxy,0.026549,1.143810,12,10.175250,0.593168,11.954755,8.395745,-0.589250,False,expanding_prior_observations,calculated,,False,,calculated,0.000000,0.000000,3.500000,False,insufficient_history,0.000000,-0.172219,90.365014,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,90.365014,QUALITY-ea15caf8c05763b0,True,0.000000,0.000000,0.000000,90.365014,0.000000,0.000000,80.000000,18.073003,low,low,3,continue_standard_quality_monitoring,quality risk remained below alert thresholds
