inspection_id,robust_zscore,robust_zscore_abs,robust_zscore_threshold,robust_zscore_anomaly_flag,robust_zscore_status,robust_zscore_score_0_100,isolation_forest_score,isolation_forest_score_0_100,isolation_forest_anomaly_flag,isolation_forest_status,isolation_forest_contamination,isolation_forest_score_interpretation,combined_anomaly_flag,anomaly_score_0_100
QC-000152-1,-1.248263,1.248263,3.500000,False,calculated,35.664657,-0.111691,74.365882,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,74.365882
QC-000153-1,5.125781,5.125781,3.500000,True,calculated,100.000000,0.006011,2.354317,True,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,True,100.000000
QC-000154-1,-0.667617,0.667617,3.500000,False,calculated,19.074781,-0.123286,53.343481,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,53.343481
QC-000155-1,0.504865,0.504865,3.500000,False,calculated,14.424722,-0.120282,83.105690,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,83.105690
QC-000156-1,-0.254056,0.254056,3.500000,False,calculated,7.258734,-0.145385,76.285348,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,76.285348
QC-000157-1,0.504662,0.504662,3.500000,False,calculated,14.418911,-0.102527,44.002728,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,44.002728
QC-000158-1,0.795122,0.795122,3.500000,False,calculated,22.717779,-0.062906,41.883848,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,41.883848
QC-000159-1,-1.304527,1.304527,3.500000,False,calculated,37.272214,-0.123337,48.303417,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,48.303417
QC-000160-1,1.149244,1.149244,3.500000,False,calculated,32.835549,-0.149525,64.696590,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,64.696590
QC-000161-1,0.638442,0.638442,3.500000,False,calculated,18.241195,-0.069827,48.245141,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,48.245141
QC-000162-1,-1.057658,1.057658,3.500000,False,calculated,30.218811,-0.092415,48.491241,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,48.491241
QC-000163-1,-2.068070,2.068070,3.500000,False,calculated,59.087728,-0.067195,28.838666,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,59.087728
QC-000164-1,-1.210641,1.210641,3.500000,False,calculated,34.589744,-0.089658,59.696082,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,59.696082
QC-000165-1,-1.104105,1.104105,3.500000,False,calculated,31.545846,-0.093570,36.645324,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,36.645324
QC-000166-1,0.829360,0.829360,3.500000,False,calculated,23.695991,-0.175410,75.896404,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,75.896404
QC-000167-1,-0.735620,0.735620,3.500000,False,calculated,21.017707,-0.103025,71.182250,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,71.182250
QC-000168-1,-0.697990,0.697990,3.500000,False,calculated,19.942573,-0.190581,100.000000,False,retrospective_batch_diagnostic,0.050000,relative_anomaly_score_not_probability,False,100.000000
